"","subject","activity","feature","statistic","axis","mean"
"2239",8,"walking_downstairs","tBodyGyro","mean","X",-0.121189625973684
"2240",8,"walking_downstairs","tBodyGyro","mean","Y",-0.0500760173342105
"2241",8,"walking_downstairs","tBodyGyro","mean","Z",0.114143855152368
"2242",8,"walking_downstairs","tBodyGyro","std","X",-0.258430885531579
"2243",8,"walking_downstairs","tBodyGyro","std","Y",0.0243131207736842
"2244",8,"walking_downstairs","tBodyGyro","std","Z",-0.129565242710526
"2245",8,"walking_downstairs","tBodyGyroJerk","mean","X",-0.0349283489710526
"2246",8,"walking_downstairs","tBodyGyroJerk","mean","Y",-0.0534969692794737
"2247",8,"walking_downstairs","tBodyGyroJerk","mean","Z",-0.0867903297078947
"2248",8,"walking_downstairs","tBodyGyroJerk","std","X",-0.267887897328947
"2249",8,"walking_downstairs","tBodyGyroJerk","std","Y",-0.0704526510842105
"2250",8,"walking_downstairs","tBodyGyroJerk","std","Z",-0.1896044435
"2251",8,"walking_downstairs","tGravityAcc","mean","X",0.914023498421053
"2252",8,"walking_downstairs","tGravityAcc","mean","Y",-0.187610243421053
"2253",8,"walking_downstairs","tGravityAcc","mean","Z",-0.141817934963684
"2254",8,"walking_downstairs","tGravityAcc","std","X",-0.945766561578947
"2255",8,"walking_downstairs","tGravityAcc","std","Y",-0.941580934473684
"2256",8,"walking_downstairs","tGravityAcc","std","Z",-0.897190012631579
"2257",8,"walking_upstairs","fBodyAcc","mean","X",-0.166411065387805
"2258",8,"walking_upstairs","fBodyAcc","mean","Y",0.263431399878049
"2259",8,"walking_upstairs","fBodyAcc","mean","Z",-0.0729496941121951
"2260",8,"walking_upstairs","fBodyAcc","std","X",-0.175284990170732
"2261",8,"walking_upstairs","fBodyAcc","std","Y",0.30540146
"2262",8,"walking_upstairs","fBodyAcc","std","Z",0.133766193578049
"2263",8,"walking_upstairs","fBodyAccJerk","mean","X",-0.200277249165854
"2264",8,"walking_upstairs","fBodyAccJerk","mean","Y",-0.0257952590634146
"2265",8,"walking_upstairs","fBodyAccJerk","mean","Z",-0.386655803658537
"2266",8,"walking_upstairs","fBodyAccJerk","std","X",-0.24733661795122
"2267",8,"walking_upstairs","fBodyAccJerk","std","Y",-0.0700821464439024
"2268",8,"walking_upstairs","fBodyAccJerk","std","Z",-0.508248316829268
"2269",8,"walking_upstairs","fBodyGyro","mean","X",-0.240260761682927
"2270",8,"walking_upstairs","fBodyGyro","mean","Y",-0.113162144460976
"2271",8,"walking_upstairs","fBodyGyro","mean","Z",0.16597418695122
"2272",8,"walking_upstairs","fBodyGyro","std","X",-0.409955580780488
"2273",8,"walking_upstairs","fBodyGyro","std","Y",-0.0478802512585366
"2274",8,"walking_upstairs","fBodyGyro","std","Z",0.263202878429268
"2275",8,"walking_upstairs","tBodyAcc","mean","X",0.258880152048781
"2276",8,"walking_upstairs","tBodyAcc","mean","Y",-0.0282415136341463
"2277",8,"walking_upstairs","tBodyAcc","mean","Z",-0.11512211995122
"2278",8,"walking_upstairs","tBodyAcc","std","X",-0.171712174634146
"2279",8,"walking_upstairs","tBodyAcc","std","Y",0.348768733170732
"2280",8,"walking_upstairs","tBodyAcc","std","Z",0.121187278790244
"2281",8,"walking_upstairs","tBodyAccJerk","mean","X",0.0813816809395122
"2282",8,"walking_upstairs","tBodyAccJerk","mean","Y",0.014120592097561
"2283",8,"walking_upstairs","tBodyAccJerk","mean","Z",-0.0674583919268293
"2284",8,"walking_upstairs","tBodyAccJerk","std","X",-0.186618895268293
"2285",8,"walking_upstairs","tBodyAccJerk","std","Y",-0.0123501104926829
"2286",8,"walking_upstairs","tBodyAccJerk","std","Z",-0.447518179097561
"2287",8,"walking_upstairs","tBodyGyro","mean","X",0.19270447595122
"2288",8,"walking_upstairs","tBodyGyro","mean","Y",-0.204205356087805
"2289",8,"walking_upstairs","tBodyGyro","mean","Z",-0.0724546025804878
"2290",8,"walking_upstairs","tBodyGyro","std","X",-0.367428367219512
"2291",8,"walking_upstairs","tBodyGyro","std","Y",-0.0666980861414634
"2292",8,"walking_upstairs","tBodyGyro","std","Z",0.337526477436585
"2293",8,"walking_upstairs","tBodyGyroJerk","mean","X",-0.15544567414878
"2294",8,"walking_upstairs","tBodyGyroJerk","mean","Y",-0.027919577097561
"2295",8,"walking_upstairs","tBodyGyroJerk","mean","Z",-0.0534090382439024
"2296",8,"walking_upstairs","tBodyGyroJerk","std","X",-0.40507069195122
"2297",8,"walking_upstairs","tBodyGyroJerk","std","Y",-0.424675673414634
"2298",8,"walking_upstairs","tBodyGyroJerk","std","Z",-0.430366658780488
"2299",8,"walking_upstairs","tGravityAcc","mean","X",0.860368718780488
"2300",8,"walking_upstairs","tGravityAcc","mean","Y",-0.291341491707317
"2301",8,"walking_upstairs","tGravityAcc","mean","Z",-0.192306960631707
"2302",8,"walking_upstairs","tGravityAcc","std","X",-0.926673287804878
"2303",8,"walking_upstairs","tGravityAcc","std","Y",-0.931032068536585
"2304",8,"walking_upstairs","tGravityAcc","std","Z",-0.876168930487805
"2305",9,"laying","fBodyAcc","mean","X",-0.946865494
"2306",9,"laying","fBodyAcc","mean","Y",-0.9343665984
"2307",9,"laying","fBodyAcc","mean","Z",-0.9459190006
"2308",9,"laying","fBodyAcc","std","X",-0.9409810272
"2309",9,"laying","fBodyAcc","std","Y",-0.9128367508
"2310",9,"laying","fBodyAcc","std","Z",-0.9419711636
"2311",9,"laying","fBodyAccJerk","mean","X",-0.964304065
"2312",9,"laying","fBodyAccJerk","mean","Y",-0.9640828062
"2313",9,"laying","fBodyAccJerk","mean","Z",-0.955909215
"2314",9,"laying","fBodyAccJerk","std","X",-0.9686013042
"2315",9,"laying","fBodyAccJerk","std","Y",-0.966634136
"2316",9,"laying","fBodyAccJerk","std","Z",-0.9597147176
"2317",9,"laying","fBodyGyro","mean","X",-0.930297921
"2318",9,"laying","fBodyGyro","mean","Y",-0.9345796594
"2319",9,"laying","fBodyGyro","mean","Z",-0.9598150092
"2320",9,"laying","fBodyGyro","std","X",-0.9463891504
"2321",9,"laying","fBodyGyro","std","Y",-0.9231319366
"2322",9,"laying","fBodyGyro","std","Z",-0.965686312
"2323",9,"laying","tBodyAcc","mean","X",0.2591955368
"2324",9,"laying","tBodyAcc","mean","Y",-0.020526821662
"2325",9,"laying","tBodyAcc","mean","Z",-0.10754972144
"2326",9,"laying","tBodyAcc","std","X",-0.94233309
"2327",9,"laying","tBodyAcc","std","Y",-0.9162927764
"2328",9,"laying","tBodyAcc","std","Z",-0.9407072854
"2329",9,"laying","tBodyAccJerk","mean","X",0.08807344764
"2330",9,"laying","tBodyAccJerk","mean","Y",0.011561732718
"2331",9,"laying","tBodyAccJerk","mean","Z",-0.0070536778584
"2332",9,"laying","tBodyAccJerk","std","X",-0.9647404702
"2333",9,"laying","tBodyAccJerk","std","Y",-0.9639966798
"2334",9,"laying","tBodyAccJerk","std","Z",-0.958562455
"2335",9,"laying","tBodyGyro","mean","X",-0.013632036148
"2336",9,"laying","tBodyGyro","mean","Y",-0.15890291983
"2337",9,"laying","tBodyGyro","mean","Z",0.101275010682
"2338",9,"laying","tBodyGyro","std","X",-0.9422465098
"2339",9,"laying","tBodyGyro","std","Y",-0.9266185314
"2340",9,"laying","tBodyGyro","std","Z",-0.9615953704
"2341",9,"laying","tBodyGyroJerk","mean","X",-0.10384667982
"2342",9,"laying","tBodyGyroJerk","mean","Y",-0.027552256948
"2343",9,"laying","tBodyGyroJerk","mean","Z",-0.0569490475
"2344",9,"laying","tBodyGyroJerk","std","X",-0.945329035
"2345",9,"laying","tBodyGyroJerk","std","Y",-0.9621702422
"2346",9,"laying","tBodyGyroJerk","std","Z",-0.9770761602
"2347",9,"laying","tGravityAcc","mean","X",-0.5802528348
"2348",9,"laying","tGravityAcc","mean","Y",-0.1191541962
"2349",9,"laying","tGravityAcc","mean","Z",0.9578730416
"2350",9,"laying","tGravityAcc","std","X",-0.9218210626
"2351",9,"laying","tGravityAcc","std","Y",-0.9699944882
"2352",9,"laying","tGravityAcc","std","Z",-0.9712046902
"2353",9,"sitting","fBodyAcc","mean","X",-0.959413594
"2354",9,"sitting","fBodyAcc","mean","Y",-0.911683219
"2355",9,"sitting","fBodyAcc","mean","Z",-0.8922013438
"2356",9,"sitting","fBodyAcc","std","X",-0.956903459
"2357",9,"sitting","fBodyAcc","std","Y",-0.86761360746
"2358",9,"sitting","fBodyAcc","std","Z",-0.818001834824
"2359",9,"sitting","fBodyAccJerk","mean","X",-0.9655962396
"2360",9,"sitting","fBodyAccJerk","mean","Y",-0.9580073906
"2361",9,"sitting","fBodyAccJerk","mean","Z",-0.9575269752
"2362",9,"sitting","fBodyAccJerk","std","X",-0.9666604036
"2363",9,"sitting","fBodyAccJerk","std","Y",-0.9585229866
"2364",9,"sitting","fBodyAccJerk","std","Z",-0.9649413418
"2365",9,"sitting","fBodyGyro","mean","X",-0.950315237
"2366",9,"sitting","fBodyGyro","mean","Y",-0.9396930078
"2367",9,"sitting","fBodyGyro","mean","Z",-0.940312313
"2368",9,"sitting","fBodyGyro","std","X",-0.9618360162
"2369",9,"sitting","fBodyGyro","std","Y",-0.910583361
"2370",9,"sitting","fBodyGyro","std","Z",-0.9341874784
"2371",9,"sitting","tBodyAcc","mean","X",0.24832674354
"2372",9,"sitting","tBodyAcc","mean","Y",-0.02701677698
"2373",9,"sitting","tBodyAcc","mean","Z",-0.07537846886
"2374",9,"sitting","tBodyAcc","std","X",-0.9572277914
"2375",9,"sitting","tBodyAcc","std","Y",-0.875141405
"2376",9,"sitting","tBodyAcc","std","Z",-0.83200187268
"2377",9,"sitting","tBodyAccJerk","mean","X",0.077005006374
"2378",9,"sitting","tBodyAccJerk","mean","Y",0.009817397262
"2379",9,"sitting","tBodyAccJerk","mean","Z",-0.008674672651
"2380",9,"sitting","tBodyAccJerk","std","X",-0.9645358564
"2381",9,"sitting","tBodyAccJerk","std","Y",-0.9567775448
"2382",9,"sitting","tBodyAccJerk","std","Z",-0.9618894376
"2383",9,"sitting","tBodyGyro","mean","X",-0.042328876778
"2384",9,"sitting","tBodyGyro","mean","Y",-0.04142711812
"2385",9,"sitting","tBodyGyro","mean","Z",0.0807919285908
"2386",9,"sitting","tBodyGyro","std","X",-0.9590200492
"2387",9,"sitting","tBodyGyro","std","Y",-0.9191882264
"2388",9,"sitting","tBodyGyro","std","Z",-0.9301768338
"2389",9,"sitting","tBodyGyroJerk","mean","X",-0.0930708106
"2390",9,"sitting","tBodyGyroJerk","mean","Y",-0.046663441472
"2391",9,"sitting","tBodyGyroJerk","mean","Z",-0.052841489994
"2392",9,"sitting","tBodyGyroJerk","std","X",-0.9645323452
"2393",9,"sitting","tBodyGyroJerk","std","Y",-0.9719274472
"2394",9,"sitting","tBodyGyroJerk","std","Z",-0.9687388914
"2395",9,"sitting","tGravityAcc","mean","X",0.9163245106
"2396",9,"sitting","tGravityAcc","mean","Y",-0.0414258228938
"2397",9,"sitting","tGravityAcc","mean","Z",0.085263099144
"2398",9,"sitting","tGravityAcc","std","X",-0.9552804062
"2399",9,"sitting","tGravityAcc","std","Y",-0.94645197
"2400",9,"sitting","tGravityAcc","std","Z",-0.88585411242
"2401",9,"standing","fBodyAcc","mean","X",-0.971662692
"2402",9,"standing","fBodyAcc","mean","Y",-0.944849431777778
"2403",9,"standing","fBodyAcc","mean","Z",-0.941686874222222
"2404",9,"standing","fBodyAcc","std","X",-0.977579248444444
"2405",9,"standing","fBodyAcc","std","Y",-0.938790016888889
"2406",9,"standing","fBodyAcc","std","Z",-0.913896832222222
"2407",9,"standing","fBodyAccJerk","mean","X",-0.971313768666667
"2408",9,"standing","fBodyAccJerk","mean","Y",-0.962624298888889
"2409",9,"standing","fBodyAccJerk","mean","Z",-0.967129200444444
"2410",9,"standing","fBodyAccJerk","std","X",-0.971278823333333
"2411",9,"standing","fBodyAccJerk","std","Y",-0.968234579555556
"2412",9,"standing","fBodyAccJerk","std","Z",-0.972588748666667
"2413",9,"standing","fBodyGyro","mean","X",-0.916974437555556
"2414",9,"standing","fBodyGyro","mean","Y",-0.954514301555556
"2415",9,"standing","fBodyGyro","mean","Z",-0.941510336
"2416",9,"standing","fBodyGyro","std","X",-0.924738576444444
"2417",9,"standing","fBodyGyro","std","Y",-0.941950576888889
"2418",9,"standing","fBodyGyro","std","Z",-0.944942811777778
"2419",9,"standing","tBodyAcc","mean","X",0.282310057333333
"2420",9,"standing","tBodyAcc","mean","Y",-0.0200454954022222
"2421",9,"standing","tBodyAcc","mean","Z",-0.0952747481333333
"2422",9,"standing","tBodyAcc","std","X",-0.975741252444444
"2423",9,"standing","tBodyAcc","std","Y",-0.938635759333333
"2424",9,"standing","tBodyAcc","std","Z",-0.919295805777778
"2425",9,"standing","tBodyAccJerk","mean","X",0.0760032053555556
"2426",9,"standing","tBodyAccJerk","mean","Y",0.0130699796066667
"2427",9,"standing","tBodyAccJerk","mean","Z",-0.004700785502
"2428",9,"standing","tBodyAccJerk","std","X",-0.969973398888889
"2429",9,"standing","tBodyAccJerk","std","Y",-0.963849332888889
"2430",9,"standing","tBodyAccJerk","std","Z",-0.970584264666667
"2431",9,"standing","tBodyGyro","mean","X",-0.029183136346
"2432",9,"standing","tBodyGyro","mean","Y",-0.060810158296
"2433",9,"standing","tBodyGyro","mean","Z",0.0992409332222222
"2434",9,"standing","tBodyGyro","std","X",-0.921990612
"2435",9,"standing","tBodyGyro","std","Y",-0.946046640444444
"2436",9,"standing","tBodyGyro","std","Z",-0.939889737333333
"2437",9,"standing","tBodyGyroJerk","mean","X",-0.095897704
"2438",9,"standing","tBodyGyroJerk","mean","Y",-0.0419199574333333
"2439",9,"standing","tBodyGyroJerk","mean","Z",-0.0575743131488889
"2440",9,"standing","tBodyGyroJerk","std","X",-0.949105691555556
"2441",9,"standing","tBodyGyroJerk","std","Y",-0.975036530444444
"2442",9,"standing","tBodyGyroJerk","std","Z",-0.969726483555556
"2443",9,"standing","tGravityAcc","mean","X",0.961323502222222
"2444",9,"standing","tGravityAcc","mean","Y",-0.010383816474
"2445",9,"standing","tGravityAcc","mean","Z",0.00914769235555555
"2446",9,"standing","tGravityAcc","std","X",-0.989103160444444
"2447",9,"standing","tGravityAcc","std","Y",-0.972573867555556
"2448",9,"standing","tGravityAcc","std","Z",-0.932245295111111
"2449",9,"walking","fBodyAcc","mean","X",-0.294711163653846
"2450",9,"walking","fBodyAcc","mean","Y",-0.257677616153846
"2451",9,"walking","fBodyAcc","mean","Z",-0.250806259788462
"2452",9,"walking","fBodyAcc","std","X",-0.218019977423077
"2453",9,"walking","fBodyAcc","std","Y",-0.223972558596154
"2454",9,"walking","fBodyAcc","std","Z",-0.0337965256573077
"2455",9,"walking","fBodyAccJerk","mean","X",-0.314265401346154
"2456",9,"walking","fBodyAccJerk","mean","Y",-0.367706595
"2457",9,"walking","fBodyAccJerk","mean","Z",-0.399541245192308
"2458",9,"walking","fBodyAccJerk","std","X",-0.170228340134423
"2459",9,"walking","fBodyAccJerk","std","Y",-0.228380473480769
"2460",9,"walking","fBodyAccJerk","std","Z",-0.419104362884615
"2461",9,"walking","fBodyGyro","mean","X",-0.383676120961538
"2462",9,"walking","fBodyGyro","mean","Y",-0.436905860576923
"2463",9,"walking","fBodyGyro","mean","Z",-0.240222512134615
"2464",9,"walking","fBodyGyro","std","X",-0.507404512692308
"2465",9,"walking","fBodyGyro","std","Y",-0.490990336346154
"2466",9,"walking","fBodyGyro","std","Z",-0.342367223269231
"2467",9,"walking","tBodyAcc","mean","X",0.278502842115385
"2468",9,"walking","tBodyAcc","mean","Y",-0.0180891971284423
"2469",9,"walking","tBodyAcc","mean","Z",-0.110820512307692
"2470",9,"walking","tBodyAcc","std","X",-0.238353562692308
"2471",9,"walking","tBodyAcc","std","Y",-0.201696960826923
"2472",9,"walking","tBodyAcc","std","Z",-0.0579636469030769
"2473",9,"walking","tBodyAccJerk","mean","X",0.0704357270480769
"2474",9,"walking","tBodyAccJerk","mean","Y",0.0212255910017308
"2475",9,"walking","tBodyAccJerk","mean","Z",0.00414762740192308
"2476",9,"walking","tBodyAccJerk","std","X",-0.206733787961538
"2477",9,"walking","tBodyAccJerk","std","Y",-0.276929933846154
"2478",9,"walking","tBodyAccJerk","std","Z",-0.409764526153846
"2479",9,"walking","tBodyGyro","mean","X",-0.0808360598653846
"2480",9,"walking","tBodyGyro","mean","Y",-0.0625598710615385
"2481",9,"walking","tBodyGyro","mean","Z",0.111629779896154
"2482",9,"walking","tBodyGyro","std","X",-0.476163506730769
"2483",9,"walking","tBodyGyro","std","Y",-0.467054167884615
"2484",9,"walking","tBodyGyro","std","Z",-0.265683521346154
"2485",9,"walking","tBodyGyroJerk","mean","X",-0.0809204094461538
"2486",9,"walking","tBodyGyroJerk","mean","Y",-0.0356283427038462
"2487",9,"walking","tBodyGyroJerk","mean","Z",-0.0633406620592308
"2488",9,"walking","tBodyGyroJerk","std","X",-0.526985309038462
"2489",9,"walking","tBodyGyroJerk","std","Y",-0.549200228076923
"2490",9,"walking","tBodyGyroJerk","std","Z",-0.457881494038462
"2491",9,"walking","tGravityAcc","mean","X",0.951867079615385
"2492",9,"walking","tGravityAcc","mean","Y",-0.0314341738730769
"2493",9,"walking","tGravityAcc","mean","Z",-0.115856121080385
"2494",9,"walking","tGravityAcc","std","X",-0.980971973653846
"2495",9,"walking","tGravityAcc","std","Y",-0.971242423076923
"2496",9,"walking","tGravityAcc","std","Z",-0.955523995576923
"2497",9,"walking_downstairs","fBodyAcc","mean","X",0.103128506197619
"2498",9,"walking_downstairs","fBodyAcc","mean","Y",-0.183120455428571
"2499",9,"walking_downstairs","fBodyAcc","mean","Z",-0.103705822657857
"2500",9,"walking_downstairs","fBodyAcc","std","X",0.250488758869048
"2501",9,"walking_downstairs","fBodyAcc","std","Y",-0.273561385142857
"2502",9,"walking_downstairs","fBodyAcc","std","Z",-0.0349494927142857
"2503",9,"walking_downstairs","fBodyAccJerk","mean","X",-0.0645354342404762
"2504",9,"walking_downstairs","fBodyAccJerk","mean","Y",-0.313643041809524
"2505",9,"walking_downstairs","fBodyAccJerk","mean","Z",-0.293677789595238
"2506",9,"walking_downstairs","fBodyAccJerk","std","X",0.00938224337142857
"2507",9,"walking_downstairs","fBodyAccJerk","std","Y",-0.355981821428571
"2508",9,"walking_downstairs","fBodyAccJerk","std","Z",-0.425377408333333
"2509",9,"walking_downstairs","fBodyGyro","mean","X",-0.325042890904762
"2510",9,"walking_downstairs","fBodyGyro","mean","Y",-0.312512195452381
"2511",9,"walking_downstairs","fBodyGyro","mean","Z",-0.250686586719048
"2512",9,"walking_downstairs","fBodyGyro","std","X",-0.423558773952381
"2513",9,"walking_downstairs","fBodyGyro","std","Y",-0.364282565714286
"2514",9,"walking_downstairs","fBodyGyro","std","Z",-0.356561471714286
"2515",9,"walking_downstairs","tBodyAcc","mean","X",0.295923445
"2516",9,"walking_downstairs","tBodyAcc","mean","Y",-0.0203994269075476
"2517",9,"walking_downstairs","tBodyAcc","mean","Z",-0.0910278793952381
"2518",9,"walking_downstairs","tBodyAcc","std","X",0.213392270547619
"2519",9,"walking_downstairs","tBodyAcc","std","Y",-0.208310705504762
"2520",9,"walking_downstairs","tBodyAcc","std","Z",-0.00771530035714285
"2521",9,"walking_downstairs","tBodyAccJerk","mean","X",0.130193043809524
"2522",9,"walking_downstairs","tBodyAccJerk","mean","Y",-0.0206865965952381
"2523",9,"walking_downstairs","tBodyAccJerk","mean","Z",0.00262568854761905
"2524",9,"walking_downstairs","tBodyAccJerk","std","X",0.017623342197619
"2525",9,"walking_downstairs","tBodyAccJerk","std","Y",-0.3094424725
"2526",9,"walking_downstairs","tBodyAccJerk","std","Z",-0.359513362761905
"2527",9,"walking_downstairs","tBodyGyro","mean","X",-0.0916383011071429
